id_partido,equipo_local,equipo_visitante,resultado_final,fase,resultado_ida,resultado_vuelta
60,Tottenham,Eintracht Frankfurt,3-2,fase_de_grupos,,
61,Barcelona,Inter,3-3,fase_de_grupos,,
62,Napoli,Ajax,4-2,fase_de_grupos,,
63,Bayer Leverkusen,Porto,0-3,fase_de_grupos,,
64,Rangers,Liverpool,1-7,fase_de_grupos,,
65,Red Bull Salzburg,Chelsea,1-2,fase_de_grupos,,
66,Sevilla,Kobenhavn,3-0,fase_de_grupos,,
67,Dinamo Zagreb,Milan,0-4,fase_de_grupos,,
68,Celtic,Shakhtar Donetsk,1-1,fase_de_grupos,,
69,RB Leipzig,Real Madrid,3-2,fase_de_grupos,,
70,Borussia Dortmund,Manchester City,0-0,fase_de_grupos,,
71,PSG,Maccabi Haifa,7-2,fase_de_grupos,,
72,Benfica,Juventus,4-3,fase_de_grupos,,
73,Eintracht Frankfurt,Olympique de Marseille,2-1,fase_de_grupos,,
74,Ajax,Liverpool,0-3,fase_de_grupos,,
75,Tottenham,Sporting de Portugal,1-1,fase_de_grupos,,
76,Barcelona,Bayern München,0-3,fase_de_grupos,,
77,Atlético de Madrid,Bayer Leverkusen,2-2,fase_de_grupos,,
78,Napoli,Rangers,3-0,fase_de_grupos,,
79,Inter,Viktoria Plzeň,4-0,fase_de_grupos,,
80,Brugge,Porto,0-4,fase_de_grupos,,
81,Bayer Leverkusen,Brugge,0-0,fase_de_grupos,,
82,Olympique de Marseille,Tottenham,1-2,fase_de_grupos,,
83,Sporting de Portugal,Eintracht Frankfurt,1-2,fase_de_grupos,,
84,Bayern München,Inter,2-0,fase_de_grupos,,
85,Rangers,Ajax,1-3,fase_de_grupos,,
86,Liverpool,Napoli,2-0,fase_de_grupos,,
87,Viktoria Plzeň,Barcelona,2-4,fase_de_grupos,,
88,Porto,Atlético de Madrid,2-1,fase_de_grupos,,
89,Chelsea,Dinamo Zagreb,2-1,fase_de_grupos,,
90,Maccabi Haifa,Benfica,1-6,fase_de_grupos,,
91,Juventus,PSG,1-2,fase_de_grupos,,
92,Kobenhavn,Borussia Dortmund,1-1,fase_de_grupos,,
93,Manchester City,Sevilla,3-1,fase_de_grupos,,
94,Milan,Red Bull Salzburg,4-0,fase_de_grupos,,
95,Real Madrid,Celtic,5-1,fase_de_grupos,,
96,Shakhtar Donetsk,RB Leipzig,0-4,fase_de_grupos,,
1,Real Madrid,Liverpool,,octavos,5-2,1-0
2,Borussia Dortmund,Chelsea,,octavos,1-0,0-2
3,RB Leipzig,Manchester City,,octavos,1-1,0-7
4,PSG,Bayern München,,octavos,0-1,0-2
5,Milan,Tottenham,,octavos,1-0,0-0
6,Eintracht Frankfurt,Napoli,,octavos,0-2,0-3
7,Brugge,Benfica,,octavos,0-2,1-5
8,Inter,Porto,,octavos,1-0,0-0
1,Real Madrid,Chelsea,,cuartos,2-0,2-0
2,Manchester City,Bayern München,,cuartos,3-0,1-1
3,Milan,Napoli,,cuartos,1-0,1-1
4,Benfica,Inter,,cuartos,0-2,3-3
1,Real Madrid,Manchester City,,semis,1-1,0-4
2,Milan,Inter,,semis,0-2,0-1
1,Manchester City,Inter,1-0,final,,
