id_partido,equipo_local,equipo_visitante,resultado_final,fase,resultado_ida,resultado_vuelta
1,Benfica,Ajax,,octavos,2-2,1-0
2,Inter,Liverpool,,octavos,0-2,1-0
3,Villarreal,Juventus,,octavos,1-1,3-0
4,Red Bull Salzburg,Bayern München,,octavos,1-1,1-7
5,Sporting CP,Manchester City,,octavos,0-5,0-0
6,Atlético Madrid,Manchester United,,octavos,1-1,0-1
7,Chelsea,Lille,,octavos,2-0,2-1
8,PSG,Real Madrid,,octavos,1-0,1-3
1,Benfica,Liverpool,,cuartos,1-3,3-3
2,Villarreal,Bayern München,,cuartos,1-0,1-1
3,Manchester City,Atlético Madrid,,cuartos,1-0,0-0
4,Chelsea,Real Madrid,,cuartos,1-3,2-3
1,Villarreal,Liverpool,,semis,2-3,0-2
2,Manchester City,Real Madrid,,semis,4-3,1-3
1,Liverpool,Real Madrid,0-1,final,,
