id_partido,equipo_local,equipo_visitante,resultado_final,fase,resultado_ida,resultado_vuelta
53,Viktoria Plzeň,Real Madrid,0-5,fase_de_grupos,,
54,CSKA Moskva,Roma,1-2,fase_de_grupos,,
55,Juventus,Manchester United,1-2,fase_de_grupos,,
56,Lyon,Hoffenheim,2-2,fase_de_grupos,,
57,Monaco,Club Brugge,0-4,fase_de_grupos,,
58,Tottenham,PSV Eindhoven,2-1,fase_de_grupos,,
59,Inter,Barcelona,1-1,fase_de_grupos,,
60,Atlético Madrid,Borussia Dortmund,2-0,fase_de_grupos,,
61,Crvena zvezda,Liverpool,2-0,fase_de_grupos,,
62,Schalke 04,Galatasaray,2-0,fase_de_grupos,,
63,Porto,Lokomotiv Moskva,4-1,fase_de_grupos,,
64,Napoli,Paris Saint-Germain,1-1,fase_de_grupos,,
65,AEK Athens,Ajax,0-2,fase_de_grupos,,
66,CSKA Moskva,Viktoria Plzeň,1-2,fase_de_grupos,,
67,Roma,Real Madrid,0-2,fase_de_grupos,,
68,Manchester United,Young Boys,1-0,fase_de_grupos,,
69,Juventus,Valencia,1-0,fase_de_grupos,,
70,Lyon,Manchester City,2-2,fase_de_grupos,,
71,Bayern München,Benfica,5-1,fase_de_grupos,,
72,Hoffenheim,Shakhtar Donetsk,2-3,fase_de_grupos,,
73,Lokomotiv Moskva,Galatasaray,2-0,fase_de_grupos,,
74,Atlético Madrid,Monaco,2-0,fase_de_grupos,,
75,Borussia Dortmund,Club Brugge,0-0,fase_de_grupos,,
76,PSV Eindhoven,Barcelona,1-2,fase_de_grupos,,
77,Tottenham,Inter,1-0,fase_de_grupos,,
78,Paris Saint-Germain,Liverpool,2-1,fase_de_grupos,,
79,Napoli,Crvena zvezda,3-1,fase_de_grupos,,
80,Porto,Schalke 04,3-1,fase_de_grupos,,
81,Viktoria Plzeň,Roma,2-1,fase_de_grupos,,
82,Real Madrid,CSKA Moskva,0-3,fase_de_grupos,,
83,Young Boys,Juventus,2-1,fase_de_grupos,,
84,Valencia,Manchester United,2-1,fase_de_grupos,,
85,Ajax,Bayern München,3-3,fase_de_grupos,,
86,Benfica,AEK Athens,1-0,fase_de_grupos,,
87,Manchester City,Hoffenheim,2-1,fase_de_grupos,,
88,Shakhtar Donetsk,Lyon,1-1,fase_de_grupos,,
89,Club Brugge,Atlético Madrid,0-0,fase_de_grupos,,
90,Monaco,Borussia Dortmund,0-2,fase_de_grupos,,
91,Barcelona,Tottenham,1-1,fase_de_grupos,,
92,Red Star Belgrade,Paris Saint-Germain,1-4,fase_de_grupos,,
93,Liverpool,Napoli,1-0,fase_de_grupos,,
94,Galatasaray,Porto,2-3,fase_de_grupos,,
95,Schalke 04,Lokomotiv Moskva,1-0,fase_de_grupos,,
96,Inter,PSV Eindhoven,1-1,fase_de_grupos,,
1,Schalke 04,Manchester City,,octavos,2-3,0-7
2,Atlético Madrid,Juventus,,octavos,2-0,0-3
3,Manchester United,Paris Saint-Germain,,octavos,0-2,3-1
4,Tottenham Hotspur,Borussia Dortmund,,octavos,3-0,1-0
5,Lyon,Barcelona,,octavos,0-0,1-5
6,Roma,Porto,,octavos,2-1,1-3
7,Ajax,Real Madrid,,octavos,1-2,4-1
8,Liverpool,Bayern Munich,,octavos,0-0,3-1
1,Liverpool FC,FC Porto,,cuartos,2-0,4-1
2,Tottenham Hotspur,Manchester City,,cuartos,1-0,3-4
3,AFC Ajax,Juventus,,cuartos,1-1,2-1
4,Manchester United,FC Barcelona,,cuartos,0-1,0-3
1,Tottenham Hotspur,AFC Ajax,,semis,0-1,3-2
2,FC Barcelona,Liverpool FC,,semis,3-0,0-4
1,Tottenham Hotspur,Liverpool,0-2,final,,
