id_partido,equipo_local,equipo_visitante,resultado_final,fase,resultado_ida,resultado_vuelta
43,Club Brugge,FC Porto,1-2,fase_de_grupos,,
44,Leicester,Copenhagen,1-0,fase_de_grupos,,
45,Real Madrid,Legia,5-1,fase_de_grupos,,
46,Sporting CP,Dortmund,1-2,fase_de_grupos,,
47,CSKA Moskva,Monaco,1-1,fase_de_grupos,,
48,Leverkusen,Tottenham,0-0,fase_de_grupos,,
49,Juventus,Lyon,1-1,fase_de_grupos,,
50,Sevilla,Dinamo Zagreb,4-0,fase_de_grupos,,
51,Copenhagen,Leicester,0-0,fase_de_grupos,,
52,FC Porto,Club Brugge,1-0,fase_de_grupos,,
53,Legia,Real Madrid,3-3,fase_de_grupos,,
54,Dortmund,Sporting CP,1-0,fase_de_grupos,,
55,Tottenham,Leverkusen,0-1,fase_de_grupos,,
56,Monaco,CSKA Moskva,3-0,fase_de_grupos,,
57,Atlético de Madrid,Rostov,2-1,fase_de_grupos,,
58,PSV,Bayern,1-2,fase_de_grupos,,
59,Man City,Barcelona,3-1,fase_de_grupos,,
60,Mönchengladbach,Celtic,1-1,fase_de_grupos,,
61,Benfica,Dynamo Kyiv,1-0,fase_de_grupos,,
62,Besiktas,Napoli,1-1,fase_de_grupos,,
63,Basel,Paris,1-2,fase_de_grupos,,
64,Ludogorets,Arsenal,2-3,fase_de_grupos,,
65,Atlético de Madrid,PSV,2-0,fase_de_grupos,,
66,Napoli,Dynamo Kyiv,0-0,fase_de_grupos,,
67,Besiktas,Benfica,3-3,fase_de_grupos,,
68,Dinamo Zagreb,Lyon,0-1,fase_de_grupos,,
69,Mönchengladbach,Man City,1-1,fase_de_grupos,,
70,Celtic,Barcelona,0-2,fase_de_grupos,,
71,Arsenal,Paris,2-2,fase_de_grupos,,
72,Ludogorets,Basel,0-0,fase_de_grupos,,
73,Rostov,Bayern,3-2,fase_de_grupos,,
74,Sevilla,Juventus,1-3,fase_de_grupos,,
75,Copenhagen,FC Porto,0-0,fase_de_grupos,,
76,Leicester,Club Brugge,2-1,fase_de_grupos,,
77,Dortmund,Legia,8-4,fase_de_grupos,,
78,Sporting CP,Real Madrid,1-2,fase_de_grupos,,
79,CSKA Moskva,Leverkusen,1-1,fase_de_grupos,,
80,Monaco,Tottenham,2-1,fase_de_grupos,,
81,Juventus,Dinamo Zagreb,2-0,fase_de_grupos,,
82,Lyon,Sevilla,0-0,fase_de_grupos,,
83,Club Brugge,Copenhagen,0-2,fase_de_grupos,,
84,FC Porto,Leicester,5-0,fase_de_grupos,,
85,Tottenham,CSKA Moskva,3-1,fase_de_grupos,,
86,Leverkusen,Monaco,3-0,fase_de_grupos,,
87,Bayern,Atlético de Madrid,1-0,fase_de_grupos,,
88,Man City,Celtic,1-1,fase_de_grupos,,
89,Benfica,Napoli,1-2,fase_de_grupos,,
90,Dynamo Kyiv,Besiktas,6-0,fase_de_grupos,,
91,Paris,Ludogorets,2-2,fase_de_grupos,,
92,PSV,Rostov,0-0,fase_de_grupos,,
93,Legia,Sporting CP,1-0,fase_de_grupos,,
94,Real Madrid,Dortmund,2-2,fase_de_grupos,,
95,Arsenal,Basel,4-1,fase_de_grupos,,
96,Barcelona,Mönchengladbach,4-0,fase_de_grupos,,
1,Atlético de Madrid,Leverkusen,,octavos,4-2,0-0
2,Mónaco,Man City,,octavos,3-5,3-1
3,Leicester,Sevilla,,octavos,1-2,2-0
4,Juventus,FC Porto,,octavos,2-0,1-0
5,Dortmund,Benfica,,octavos,0-1,4-0
6,Barcelona,Paris,,octavos,0-4,6-1
7,Real Madrid,Napoli,,octavos,3-1,3-1
8,Bayern,Arsenal,,octavos,5-1,5-1
1,Monaco,Dortmund,,cuartos,3-2,3-1
2,Juventus,Barcelona,,cuartos,3-0,0-0
3,Real Madrid,Bayern,,cuartos,2-1,4-2
4,Atlético de Madrid,Leicester,,cuartos,1-0,1-1
1,Real Madrid,Atlético de Madrid,,semis,3-0,1-2
2,Juventus,Monaco,,semis,2-0,2-1
1,Juventus,Real Madrid,1-4,final,,
