id_partido,equipo_local,equipo_visitante,resultado_final,fase,resultado_ida,resultado_vuelta
53,Olympiacos,Manchester City,0-1,fase_de_grupos,,
54,Marsella,Porto,0-2,fase_de_grupos,,
55,Ajax,Midtjylland,3-1,fase_de_grupos,,
56,Liverpool,Atalanta,0-2,fase_de_grupos,,
57,Lazio,Zenit,3-1,fase_de_grupos,,
58,Manchester United,İstanbul Başakşehir,4-1,fase_de_grupos,,
59,Dinamo Kiev,Barcelona,0-4,fase_de_grupos,,
60,Juventus,Ferencváros,2-1,fase_de_grupos,,
61,Borussia Dortmund,Club Brugge,3-0,fase_de_grupos,,
62,Krasnodar,Sevilla,1-2,fase_de_grupos,,
63,Rennes,Chelsea,1-2,fase_de_grupos,,
64,PSG,RB Leipzig,1-0,fase_de_grupos,,
65,Lokomotiv Moscú,Salzburg,1-3,fase_de_grupos,,
66,Shakhtar Donetsk,Real Madrid,2-0,fase_de_grupos,,
67,Atalanta,Midtjylland,1-1,fase_de_grupos,,
68,Borussia Mönchengladbach,Inter Milan,2-3,fase_de_grupos,,
69,Porto,Manchester City,0-0,fase_de_grupos,,
70,Marsella,Olympiacos,2-1,fase_de_grupos,,
71,Liverpool,Ajax,1-0,fase_de_grupos,,
72,Atlético Madrid,Bayern Múnich,1-1,fase_de_grupos,,
73,İstanbul Başakşehir,RB Leipzig,3-4,fase_de_grupos,,
74,Krasnodar,Rennes,1-0,fase_de_grupos,,
75,Sevilla,Chelsea,0-4,fase_de_grupos,,
76,Borussia Dortmund,Lazio,1-1,fase_de_grupos,,
77,Club Brugge,Zenit,3-0,fase_de_grupos,,
78,Juventus,Dinamo Kiev,3-0,fase_de_grupos,,
79,Ferencváros,Barcelona,0-3,fase_de_grupos,,
80,Manchester United,Paris Saint-Germain,1-3,fase_de_grupos,,
81,Bayern Múnich,Lokomotiv Moscú,2-0,fase_de_grupos,,
82,Salzburg,Atlético Madrid,0-2,fase_de_grupos,,
83,Real Madrid,Borussia Mönchengladbach,2-0,fase_de_grupos,,
84,Inter Milan,Shakhtar Donetsk,0-0,fase_de_grupos,,
85,Manchester City,Marsella,3-0,fase_de_grupos,,
86,Olympiacos,Porto,0-2,fase_de_grupos,,
87,Ajax,Atalanta,0-1,fase_de_grupos,,
88,Midtjylland,Liverpool,1-1,fase_de_grupos,,
89,Paris Saint-Germain,İstanbul Başakşehir,5-1,fase_de_grupos,,
90,RB Leipzig,Manchester United,3-2,fase_de_grupos,,
91,Rennes,Sevilla,1-3,fase_de_grupos,,
92,Chelsea,Krasnodar,1-1,fase_de_grupos,,
93,Lazio,Club Brugge,2-2,fase_de_grupos,,
94,Zenit,Borussia Dortmund,1-2,fase_de_grupos,,
95,Barcelona,Juventus,0-3,fase_de_grupos,,
96,Dinamo Kiev,Ferencváros,1-0,fase_de_grupos,,
1,Borussia Mönchengladbach,Manchester City,,octavos,0-2,0-2
2,Lazio,Bayern Múnich,,octavos,1-4,1-2
3,Atlético Madrid,Chelsea,,octavos,0-1,0-2
4,RB Leipzig,Liverpool,,octavos,0-2,0-2
5,Porto,Juventus,,octavos,2-1,2-3
6,Barcelona,Paris Saint-Germain,,octavos,1-4,1-1
7,Sevilla,Borussia Dortmund,,octavos,2-3,2-2
8,Atalanta,Real Madrid,,octavos,0-1,1-3
1,Manchester City,Borussia Dortmund,,cuartos,2-1,2-1
2,Porto,Chelsea,,cuartos,0-2,0-1
3,Bayern Múnich,Paris Saint-Germain,,cuartos,2-3,0-1
4,Real Madrid,Liverpool,,cuartos,3-1,0-0
1,Real Madrid,Chelsea,,semis,1-1,0-2
2,Paris Saint-Germain,Manchester City,,semis,1-2,0-2
1,Manchester City,Chelsea,0-1,final,,
